Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    

 %         the percentage of the total running time of the
time       program used by this function.

cumulative a running sum of the number of seconds accounted
 seconds   for by this function and those listed above it.

 self      the number of seconds accounted for by this
seconds    function alone.  This is the major sort for this
           listing.

calls      the number of times this function was invoked, if
           this function is profiled, else blank.

 self      the average number of milliseconds spent in this
ms/call    function per call, if this function is profiled,
	   else blank.

 total     the average number of milliseconds spent in this
ms/call    function and its descendents per call, if this
	   function is profiled, else blank.

name       the name of the function.  This is the minor sort
           for this listing. The index shows the location of
	   the function in the gprof listing. If the index is
	   in parenthesis it shows where it would appear in
	   the gprof listing if it were to be printed.

Copyright (C) 2012-2022 Free Software Foundation, Inc.

Copying and distribution of this file, with or without modification,
are permitted in any medium without royalty provided the copyright
notice and this notice are preserved.

		     Call graph (explanation follows)


granularity: each sample hit covers 4 byte(s) for 2.38% of 0.42 seconds

index % time    self  children    called     name
                                                 <spontaneous>
[1]     76.2    0.00    0.32                 main [1]
                0.07    0.09       1/1           PmergeMe::sortVector() [2]
                0.05    0.11       1/1           PmergeMe::sortDeque() [3]
                0.00    0.00       1/1           PmergeMe::parseInput(char**) [12]
                0.00    0.00       1/1           PmergeMe::PmergeMe() [29]
                0.00    0.00       2/2           PmergeMe::printOrder(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [203]
                0.00    0.00       2/2           PmergeMe::printTime(long&, long&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int) [204]
                0.00    0.00       1/1           PmergeMe::~PmergeMe() [238]
-----------------------------------------------
                0.07    0.09       1/1           main [1]
[2]     38.1    0.07    0.09       1         PmergeMe::sortVector() [2]
                0.01    0.06       1/2           generateInsertionSequence(std::vector<unsigned int, std::allocator<unsigned int> >&) [4]
                0.01    0.00 22369622/44739292     std::vector<std::pair<unsigned int, unsigned int>, std::allocator<std::pair<unsigned int, unsigned int> > >::size() const [9]
                0.00    0.00 44739293/89478992     std::vector<unsigned int, std::allocator<unsigned int> >::operator[](unsigned long) [11]
                0.00    0.00      25/44739392     std::vector<unsigned int, std::allocator<unsigned int> >::push_back(unsigned int const&) [5]
                0.00    0.00       1/2           generateJacobsthalNumbers(unsigned long) [14]
                0.00    0.00      25/25          std::vector<unsigned int, std::allocator<unsigned int> >::insert(__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >, unsigned int const&) [16]
                0.00    0.00       1/2           quickSort(std::vector<unsigned int, std::allocator<unsigned int> >&, int, int) [21]
                0.00    0.00      25/50          std::vector<std::pair<unsigned int, unsigned int>, std::allocator<std::pair<unsigned int, unsigned int> > >::push_back(std::pair<unsigned int, unsigned int> const&) [22]
                0.00    0.00 44739296/89478887     std::vector<unsigned int, std::allocator<unsigned int> >::size() const [37]
                0.00    0.00 22369623/22369625     __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >::__normal_iterator() [38]
                0.00    0.00     119/238         __gnu_cxx::__normal_iterator<std::pair<unsigned int, unsigned int>*, std::vector<std::pair<unsigned int, unsigned int>, std::allocator<std::pair<unsigned int, unsigned int> > > >::operator->() const [50]
                0.00    0.00      37/86          std::vector<std::pair<unsigned int, unsigned int>, std::allocator<std::pair<unsigned int, unsigned int> > >::end() [101]
                0.00    0.00      37/74          bool __gnu_cxx::operator!=<std::pair<unsigned int, unsigned int>*, std::vector<std::pair<unsigned int, unsigned int>, std::allocator<std::pair<unsigned int, unsigned int> > > >(__gnu_cxx::__normal_iterator<std::pair<unsigned int, unsigned int>*, std::vector<std::pair<unsigned int, unsigned int>, std::allocator<std::pair<unsigned int, unsigned int> > > > const&, __gnu_cxx::__normal_iterator<std::pair<unsigned int, unsigned int>*, std::vector<std::pair<unsigned int, unsigned int>, std::allocator<std::pair<unsigned int, unsigned int> > > > const&) [104]
                0.00    0.00      34/68          __gnu_cxx::__normal_iterator<std::pair<unsigned int, unsigned int>*, std::vector<std::pair<unsigned int, unsigned int>, std::allocator<std::pair<unsigned int, unsigned int> > > >::operator++() [107]
                0.00    0.00      26/140         std::vector<unsigned int, std::allocator<unsigned int> >::begin() [73]
                0.00    0.00      26/186         std::vector<unsigned int, std::allocator<unsigned int> >::end() [59]
                0.00    0.00      25/50          std::pair<unsigned int, unsigned int> std::make_pair<unsigned int, unsigned int>(unsigned int, unsigned int) [118]
                0.00    0.00      25/50          std::vector<std::pair<unsigned int, unsigned int>, std::allocator<std::pair<unsigned int, unsigned int> > >::operator[](unsigned long) [117]
                0.00    0.00      24/24          __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > > std::upper_bound<__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >, unsigned int>(__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >, __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >, unsigned int const&) [140]
                0.00    0.00      11/96          void std::swap<unsigned int>(unsigned int&, unsigned int&) [90]
                0.00    0.00      10/20          unsigned int const& std::max<unsigned int>(unsigned int const&, unsigned int const&) [158]
                0.00    0.00       4/8           std::vector<unsigned int, std::allocator<unsigned int> >::~vector() [182]
                0.00    0.00       2/8           std::vector<unsigned int, std::allocator<unsigned int> >::vector() [181]
                0.00    0.00       2/16          std::vector<std::pair<unsigned int, unsigned int>, std::allocator<std::pair<unsigned int, unsigned int> > >::begin() [160]
                0.00    0.00       1/2           std::vector<std::pair<unsigned int, unsigned int>, std::allocator<std::pair<unsigned int, unsigned int> > >::vector() [230]
                0.00    0.00       1/2           __gnu_cxx::__normal_iterator<std::pair<unsigned int, unsigned int>*, std::vector<std::pair<unsigned int, unsigned int>, std::allocator<std::pair<unsigned int, unsigned int> > > >::__normal_iterator() [208]
                0.00    0.00       1/2           unsigned int const& std::min<unsigned int>(unsigned int const&, unsigned int const&) [236]
                0.00    0.00       1/1           void std::vector<unsigned int, std::allocator<unsigned int> >::insert<__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > > >(__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >, __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >, __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >) [259]
                0.00    0.00       1/1           std::vector<unsigned int, std::allocator<unsigned int> >::operator=(std::vector<unsigned int, std::allocator<unsigned int> > const&) [260]
                0.00    0.00       1/2           std::vector<std::pair<unsigned int, unsigned int>, std::allocator<std::pair<unsigned int, unsigned int> > >::~vector() [231]
-----------------------------------------------
                0.05    0.11       1/1           main [1]
[3]     38.1    0.05    0.11       1         PmergeMe::sortDeque() [3]
                0.01    0.06       1/2           generateInsertionSequence(std::vector<unsigned int, std::allocator<unsigned int> >&) [4]
                0.02    0.00 22369621/22369625     std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>::_Deque_iterator() [10]
                0.01    0.00 22369622/44739292     std::vector<std::pair<unsigned int, unsigned int>, std::allocator<std::pair<unsigned int, unsigned int> > >::size() const [9]
                0.00    0.00 44739243/89478992     std::vector<unsigned int, std::allocator<unsigned int> >::operator[](unsigned long) [11]
                0.00    0.00      25/44739392     std::vector<unsigned int, std::allocator<unsigned int> >::push_back(unsigned int const&) [5]
                0.00    0.00       1/2           generateJacobsthalNumbers(unsigned long) [14]
                0.00    0.00      24/24          std::deque<unsigned int, std::allocator<unsigned int> >::insert(std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>, unsigned int const&) [17]
                0.00    0.00       1/2           quickSort(std::vector<unsigned int, std::allocator<unsigned int> >&, int, int) [21]
                0.00    0.00      25/50          std::vector<std::pair<unsigned int, unsigned int>, std::allocator<std::pair<unsigned int, unsigned int> > >::push_back(std::pair<unsigned int, unsigned int> const&) [22]
                0.00    0.00       1/22          std::deque<unsigned int, std::allocator<unsigned int> >::push_front(unsigned int const&) [20]
                0.00    0.00       1/2           std::deque<unsigned int, std::allocator<unsigned int> >::deque() [28]
                0.00    0.00 44739245/89478887     std::vector<unsigned int, std::allocator<unsigned int> >::size() const [37]
                0.00    0.00     119/238         __gnu_cxx::__normal_iterator<std::pair<unsigned int, unsigned int>*, std::vector<std::pair<unsigned int, unsigned int>, std::allocator<std::pair<unsigned int, unsigned int> > > >::operator->() const [50]
                0.00    0.00      51/77          std::deque<unsigned int, std::allocator<unsigned int> >::size() const [102]
                0.00    0.00      50/50          std::deque<unsigned int, std::allocator<unsigned int> >::operator[](unsigned long) [116]
                0.00    0.00      37/86          std::vector<std::pair<unsigned int, unsigned int>, std::allocator<std::pair<unsigned int, unsigned int> > >::end() [101]
                0.00    0.00      37/74          bool __gnu_cxx::operator!=<std::pair<unsigned int, unsigned int>*, std::vector<std::pair<unsigned int, unsigned int>, std::allocator<std::pair<unsigned int, unsigned int> > > >(__gnu_cxx::__normal_iterator<std::pair<unsigned int, unsigned int>*, std::vector<std::pair<unsigned int, unsigned int>, std::allocator<std::pair<unsigned int, unsigned int> > > > const&, __gnu_cxx::__normal_iterator<std::pair<unsigned int, unsigned int>*, std::vector<std::pair<unsigned int, unsigned int>, std::allocator<std::pair<unsigned int, unsigned int> > > > const&) [104]
                0.00    0.00      34/68          __gnu_cxx::__normal_iterator<std::pair<unsigned int, unsigned int>*, std::vector<std::pair<unsigned int, unsigned int>, std::allocator<std::pair<unsigned int, unsigned int> > > >::operator++() [107]
                0.00    0.00      25/50          std::pair<unsigned int, unsigned int> std::make_pair<unsigned int, unsigned int>(unsigned int, unsigned int) [118]
                0.00    0.00      25/133         std::deque<unsigned int, std::allocator<unsigned int> >::end() [75]
                0.00    0.00      25/50          std::vector<std::pair<unsigned int, unsigned int>, std::allocator<std::pair<unsigned int, unsigned int> > >::operator[](unsigned long) [117]
                0.00    0.00      24/48          std::deque<unsigned int, std::allocator<unsigned int> >::begin() [121]
                0.00    0.00      24/24          std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*> std::upper_bound<std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>, unsigned int>(std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>, std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>, unsigned int const&) [141]
                0.00    0.00      24/1397        std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>::_Deque_iterator(std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*> const&) [39]
                0.00    0.00      11/96          void std::swap<unsigned int>(unsigned int&, unsigned int&) [90]
                0.00    0.00      10/20          unsigned int const& std::max<unsigned int>(unsigned int const&, unsigned int const&) [158]
                0.00    0.00       3/8           std::vector<unsigned int, std::allocator<unsigned int> >::~vector() [182]
                0.00    0.00       2/16          std::vector<std::pair<unsigned int, unsigned int>, std::allocator<std::pair<unsigned int, unsigned int> > >::begin() [160]
                0.00    0.00       2/22369625     __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >::__normal_iterator() [38]
                0.00    0.00       1/2           std::vector<std::pair<unsigned int, unsigned int>, std::allocator<std::pair<unsigned int, unsigned int> > >::vector() [230]
                0.00    0.00       1/8           std::vector<unsigned int, std::allocator<unsigned int> >::vector() [181]
                0.00    0.00       1/2           __gnu_cxx::__normal_iterator<std::pair<unsigned int, unsigned int>*, std::vector<std::pair<unsigned int, unsigned int>, std::allocator<std::pair<unsigned int, unsigned int> > > >::__normal_iterator() [208]
                0.00    0.00       1/2           unsigned int const& std::min<unsigned int>(unsigned int const&, unsigned int const&) [236]
                0.00    0.00       1/140         std::vector<unsigned int, std::allocator<unsigned int> >::begin() [73]
                0.00    0.00       1/186         std::vector<unsigned int, std::allocator<unsigned int> >::end() [59]
                0.00    0.00       1/1           void std::deque<unsigned int, std::allocator<unsigned int> >::insert<__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > > >(std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>, __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >, __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >) [255]
                0.00    0.00       1/1           std::deque<unsigned int, std::allocator<unsigned int> >::operator=(std::deque<unsigned int, std::allocator<unsigned int> > const&) [256]
                0.00    0.00       1/2           std::deque<unsigned int, std::allocator<unsigned int> >::~deque() [229]
                0.00    0.00       1/2           std::vector<std::pair<unsigned int, unsigned int>, std::allocator<std::pair<unsigned int, unsigned int> > >::~vector() [231]
-----------------------------------------------
                0.01    0.06       1/2           PmergeMe::sortDeque() [3]
                0.01    0.06       1/2           PmergeMe::sortVector() [2]
[4]     35.7    0.03    0.12       2         generateInsertionSequence(std::vector<unsigned int, std::allocator<unsigned int> >&) [4]
                0.01    0.11 44739242/44739392     std::vector<unsigned int, std::allocator<unsigned int> >::push_back(unsigned int const&) [5]
                0.00    0.00      52/186         std::vector<unsigned int, std::allocator<unsigned int> >::end() [59]
                0.00    0.00      52/53          bool __gnu_cxx::operator!=<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >(__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > > const&, __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > > const&) [110]
                0.00    0.00      50/202         __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >::operator*() const [55]
                0.00    0.00      50/101         __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >::operator++() [87]
                0.00    0.00       2/8           std::vector<unsigned int, std::allocator<unsigned int> >::vector() [181]
                0.00    0.00       2/140         std::vector<unsigned int, std::allocator<unsigned int> >::begin() [73]
-----------------------------------------------
                0.00    0.00      25/44739392     PmergeMe::sortDeque() [3]
                0.00    0.00      25/44739392     PmergeMe::sortVector() [2]
                0.00    0.00      50/44739392     PmergeMe::parseInput(char**) [12]
                0.00    0.00      50/44739392     generateJacobsthalNumbers(unsigned long) [14]
                0.01    0.11 44739242/44739392     generateInsertionSequence(std::vector<unsigned int, std::allocator<unsigned int> >&) [4]
[5]     28.6    0.01    0.11 44739392         std::vector<unsigned int, std::allocator<unsigned int> >::push_back(unsigned int const&) [5]
                0.06    0.05 44739309/44739491     void __gnu_cxx::__alloc_traits<std::allocator<unsigned int>, unsigned int>::construct<unsigned int>(std::allocator<unsigned int>&, unsigned int*, unsigned int const&) [6]
                0.00    0.00      83/85          std::vector<unsigned int, std::allocator<unsigned int> >::_M_realloc_insert(__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >, unsigned int const&) [13]
                0.00    0.00      83/186         std::vector<unsigned int, std::allocator<unsigned int> >::end() [59]
-----------------------------------------------
                0.00    0.00      21/44739491     std::deque<unsigned int, std::allocator<unsigned int> >::push_front(unsigned int const&) [20]
                0.00    0.00      23/44739491     std::vector<unsigned int, std::allocator<unsigned int> >::_M_insert_aux(__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >, unsigned int const&) [18]
                0.00    0.00      53/44739491     std::deque<unsigned int, std::allocator<unsigned int> >::push_back(unsigned int const&) [15]
                0.00    0.00      85/44739491     std::vector<unsigned int, std::allocator<unsigned int> >::_M_realloc_insert(__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >, unsigned int const&) [13]
                0.06    0.05 44739309/44739491     std::vector<unsigned int, std::allocator<unsigned int> >::push_back(unsigned int const&) [5]
[6]     26.2    0.06    0.05 44739491         void __gnu_cxx::__alloc_traits<std::allocator<unsigned int>, unsigned int>::construct<unsigned int>(std::allocator<unsigned int>&, unsigned int*, unsigned int const&) [6]
                0.05    0.00 44739491/44739492     std::__new_allocator<unsigned int>::construct(unsigned int*, unsigned int const&) [8]
-----------------------------------------------
                                                 <spontaneous>
[7]     23.8    0.10    0.00                 _init [7]
-----------------------------------------------
                0.00    0.00       1/44739492     std::deque<unsigned int, std::allocator<unsigned int> >::_M_push_front_aux(unsigned int const&) [30]
                0.05    0.00 44739491/44739492     void __gnu_cxx::__alloc_traits<std::allocator<unsigned int>, unsigned int>::construct<unsigned int>(std::allocator<unsigned int>&, unsigned int*, unsigned int const&) [6]
[8]     11.9    0.05    0.00 44739492         std::__new_allocator<unsigned int>::construct(unsigned int*, unsigned int const&) [8]
-----------------------------------------------
                0.00    0.00      48/44739292     std::vector<std::pair<unsigned int, unsigned int>, std::allocator<std::pair<unsigned int, unsigned int> > >::_M_check_len(unsigned long, char const*) const [23]
                0.01    0.00 22369622/44739292     PmergeMe::sortDeque() [3]
                0.01    0.00 22369622/44739292     PmergeMe::sortVector() [2]
[9]      4.8    0.02    0.00 44739292         std::vector<std::pair<unsigned int, unsigned int>, std::allocator<std::pair<unsigned int, unsigned int> > >::size() const [9]
-----------------------------------------------
                0.00    0.00       4/22369625     std::_Deque_base<unsigned int, std::allocator<unsigned int> >::_Deque_impl_data::_Deque_impl_data() [26]
                0.02    0.00 22369621/22369625     PmergeMe::sortDeque() [3]
[10]     4.8    0.02    0.00 22369625         std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>::_Deque_iterator() [10]
-----------------------------------------------
                0.00    0.00     456/89478992     quickSort(std::vector<unsigned int, std::allocator<unsigned int> >&, int, int) [21]
                0.00    0.00 44739243/89478992     PmergeMe::sortDeque() [3]
                0.00    0.00 44739293/89478992     PmergeMe::sortVector() [2]
[11]     2.4    0.01    0.00 89478992         std::vector<unsigned int, std::allocator<unsigned int> >::operator[](unsigned long) [11]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[12]     0.0    0.00    0.00       1         PmergeMe::parseInput(char**) [12]
                0.00    0.00      50/44739392     std::vector<unsigned int, std::allocator<unsigned int> >::push_back(unsigned int const&) [5]
                0.00    0.00      50/53          std::deque<unsigned int, std::allocator<unsigned int> >::push_back(unsigned int const&) [15]
                0.00    0.00      50/50          std::numeric_limits<unsigned int>::max() [113]
-----------------------------------------------
                0.00    0.00       2/85          std::vector<unsigned int, std::allocator<unsigned int> >::insert(__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >, unsigned int const&) [16]
                0.00    0.00      83/85          std::vector<unsigned int, std::allocator<unsigned int> >::push_back(unsigned int const&) [5]
[13]     0.0    0.00    0.00      85         std::vector<unsigned int, std::allocator<unsigned int> >::_M_realloc_insert(__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >, unsigned int const&) [13]
                0.00    0.00      85/44739491     void __gnu_cxx::__alloc_traits<std::allocator<unsigned int>, unsigned int>::construct<unsigned int>(std::allocator<unsigned int>&, unsigned int*, unsigned int const&) [6]
                0.00    0.00     255/268         std::_Vector_base<unsigned int, std::allocator<unsigned int> >::_M_get_Tp_allocator() [47]
                0.00    0.00     170/625         __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >::base() const [40]
                0.00    0.00     170/172         unsigned int* std::__uninitialized_move_if_noexcept_a<unsigned int*, unsigned int*, std::allocator<unsigned int> >(unsigned int*, unsigned int*, unsigned int*, std::allocator<unsigned int>&) [69]
                0.00    0.00      85/86          std::vector<unsigned int, std::allocator<unsigned int> >::_M_check_len(unsigned long, char const*) const [99]
                0.00    0.00      85/140         std::vector<unsigned int, std::allocator<unsigned int> >::begin() [73]
                0.00    0.00      85/136         __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >::difference_type __gnu_cxx::operator-<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >(__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > > const&, __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > > const&) [74]
                0.00    0.00      85/86          std::_Vector_base<unsigned int, std::allocator<unsigned int> >::_M_allocate(unsigned long) [100]
                0.00    0.00      85/94          void std::_Destroy<unsigned int*, unsigned int>(unsigned int*, unsigned int*, std::allocator<unsigned int>&) [94]
                0.00    0.00      85/94          std::_Vector_base<unsigned int, std::allocator<unsigned int> >::_M_deallocate(unsigned int*, unsigned long) [92]
-----------------------------------------------
                0.00    0.00       1/2           PmergeMe::sortDeque() [3]
                0.00    0.00       1/2           PmergeMe::sortVector() [2]
[14]     0.0    0.00    0.00       2         generateJacobsthalNumbers(unsigned long) [14]
                0.00    0.00      50/44739392     std::vector<unsigned int, std::allocator<unsigned int> >::push_back(unsigned int const&) [5]
                0.00    0.00       2/8           std::vector<unsigned int, std::allocator<unsigned int> >::vector() [181]
-----------------------------------------------
                0.00    0.00       3/53          std::deque<unsigned int, std::allocator<unsigned int> >::_M_insert_aux(std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>, unsigned int const&) [19]
                0.00    0.00      50/53          PmergeMe::parseInput(char**) [12]
[15]     0.0    0.00    0.00      53         std::deque<unsigned int, std::allocator<unsigned int> >::push_back(unsigned int const&) [15]
                0.00    0.00      53/44739491     void __gnu_cxx::__alloc_traits<std::allocator<unsigned int>, unsigned int>::construct<unsigned int>(std::allocator<unsigned int>&, unsigned int*, unsigned int const&) [6]
-----------------------------------------------
                0.00    0.00      25/25          PmergeMe::sortVector() [2]
[16]     0.0    0.00    0.00      25         std::vector<unsigned int, std::allocator<unsigned int> >::insert(__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >, unsigned int const&) [16]
                0.00    0.00      23/23          std::vector<unsigned int, std::allocator<unsigned int> >::_M_insert_aux(__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >, unsigned int const&) [18]
                0.00    0.00       2/85          std::vector<unsigned int, std::allocator<unsigned int> >::_M_realloc_insert(__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >, unsigned int const&) [13]
                0.00    0.00      25/140         std::vector<unsigned int, std::allocator<unsigned int> >::begin() [73]
                0.00    0.00      25/136         __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >::difference_type __gnu_cxx::operator-<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >(__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > > const&, __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > > const&) [74]
                0.00    0.00      25/352         __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >::__normal_iterator(unsigned int* const&) [45]
                0.00    0.00      23/186         std::vector<unsigned int, std::allocator<unsigned int> >::end() [59]
                0.00    0.00      23/23          bool __gnu_cxx::operator==<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >(__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > > const&, __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > > const&) [149]
-----------------------------------------------
                0.00    0.00      24/24          PmergeMe::sortDeque() [3]
[17]     0.0    0.00    0.00      24         std::deque<unsigned int, std::allocator<unsigned int> >::insert(std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>, unsigned int const&) [17]
                0.00    0.00      23/23          std::deque<unsigned int, std::allocator<unsigned int> >::_M_insert_aux(std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>, unsigned int const&) [19]
                0.00    0.00       1/22          std::deque<unsigned int, std::allocator<unsigned int> >::push_front(unsigned int const&) [20]
                0.00    0.00      23/23          std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>::_M_const_cast() const [150]
                0.00    0.00       1/1397        std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>::_Deque_iterator(std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*> const&) [39]
-----------------------------------------------
                0.00    0.00      23/23          std::vector<unsigned int, std::allocator<unsigned int> >::insert(__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >, unsigned int const&) [16]
[18]     0.0    0.00    0.00      23         std::vector<unsigned int, std::allocator<unsigned int> >::_M_insert_aux(__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >, unsigned int const&) [18]
                0.00    0.00      23/44739491     void __gnu_cxx::__alloc_traits<std::allocator<unsigned int>, unsigned int>::construct<unsigned int>(std::allocator<unsigned int>&, unsigned int*, unsigned int const&) [6]
                0.00    0.00      23/625         __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >::base() const [40]
                0.00    0.00      23/23          unsigned int* std::copy_backward<unsigned int*, unsigned int*>(unsigned int*, unsigned int*, unsigned int*) [152]
                0.00    0.00      23/202         __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >::operator*() const [55]
-----------------------------------------------
                0.00    0.00      23/23          std::deque<unsigned int, std::allocator<unsigned int> >::insert(std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>, unsigned int const&) [17]
[19]     0.0    0.00    0.00      23         std::deque<unsigned int, std::allocator<unsigned int> >::_M_insert_aux(std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>, unsigned int const&) [19]
                0.00    0.00      20/22          std::deque<unsigned int, std::allocator<unsigned int> >::push_front(unsigned int const&) [20]
                0.00    0.00       3/53          std::deque<unsigned int, std::allocator<unsigned int> >::push_back(unsigned int const&) [15]
                0.00    0.00     158/1397        std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>::_Deque_iterator(std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*> const&) [39]
                0.00    0.00      60/211         std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>::operator++() [54]
                0.00    0.00      23/124         std::operator-(std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*> const&, std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*> const&) [83]
                0.00    0.00      23/77          std::deque<unsigned int, std::allocator<unsigned int> >::size() const [102]
                0.00    0.00      23/74          std::operator+(std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*> const&, long) [105]
                0.00    0.00      23/325         std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>::operator*() const [46]
                0.00    0.00      20/20          std::deque<unsigned int, std::allocator<unsigned int> >::front() [154]
                0.00    0.00      20/20          std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*> std::copy<std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>, std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*> >(std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>, std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>, std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>) [159]
                0.00    0.00       6/9           std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>::operator--() [175]
                0.00    0.00       3/3           std::deque<unsigned int, std::allocator<unsigned int> >::back() [197]
