Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
-----------------------------------------------
                0.00    0.00      24/24          std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*> std::upper_bound<std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>, unsigned int>(std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>, std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>, unsigned int const&) [141]
[143]    0.0    0.00    0.00      24         std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*> std::__upper_bound<std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>, unsigned int, __gnu_cxx::__ops::_Val_less_iter>(std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>, std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>, unsigned int const&, __gnu_cxx::__ops::_Val_less_iter) [143]
                0.00    0.00     330/1397        std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>::_Deque_iterator(std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*> const&) [39]
                0.00    0.00     129/129         void std::advance<std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>, long>(std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>&, long) [80]
                0.00    0.00     129/129         bool __gnu_cxx::__ops::_Val_less_iter::operator()<unsigned int const, std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*> >(unsigned int const&, std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>) const [78]
                0.00    0.00      51/211         std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>::operator++() [54]
                0.00    0.00      24/24          std::iterator_traits<std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*> >::difference_type std::distance<std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*> >(std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>, std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>) [148]
-----------------------------------------------
                0.00    0.00      24/24          std::pair<unsigned int, unsigned int>* std::__uninitialized_copy<false>::__uninit_copy<std::pair<unsigned int, unsigned int>*, std::pair<unsigned int, unsigned int>*>(std::pair<unsigned int, unsigned int>*, std::pair<unsigned int, unsigned int>*, std::pair<unsigned int, unsigned int>*) [137]
[144]    0.0    0.00    0.00      24         std::pair<unsigned int, unsigned int>* std::__do_uninit_copy<std::pair<unsigned int, unsigned int>*, std::pair<unsigned int, unsigned int>*>(std::pair<unsigned int, unsigned int>*, std::pair<unsigned int, unsigned int>*, std::pair<unsigned int, unsigned int>*) [144]
                0.00    0.00      62/62          std::pair<unsigned int, unsigned int>* std::__addressof<std::pair<unsigned int, unsigned int> >(std::pair<unsigned int, unsigned int>&) [109]
                0.00    0.00      62/62          void std::_Construct<std::pair<unsigned int, unsigned int>, std::pair<unsigned int, unsigned int> >(std::pair<unsigned int, unsigned int>*, std::pair<unsigned int, unsigned int> const&) [108]
-----------------------------------------------
                0.00    0.00      24/24          std::pair<unsigned int, unsigned int>* std::__uninitialized_copy_a<std::pair<unsigned int, unsigned int>*, std::pair<unsigned int, unsigned int>*, std::pair<unsigned int, unsigned int> >(std::pair<unsigned int, unsigned int>*, std::pair<unsigned int, unsigned int>*, std::pair<unsigned int, unsigned int>*, std::allocator<std::pair<unsigned int, unsigned int> >&) [146]
[145]    0.0    0.00    0.00      24         std::pair<unsigned int, unsigned int>* std::uninitialized_copy<std::pair<unsigned int, unsigned int>*, std::pair<unsigned int, unsigned int>*>(std::pair<unsigned int, unsigned int>*, std::pair<unsigned int, unsigned int>*, std::pair<unsigned int, unsigned int>*) [145]
                0.00    0.00      24/24          std::pair<unsigned int, unsigned int>* std::__uninitialized_copy<false>::__uninit_copy<std::pair<unsigned int, unsigned int>*, std::pair<unsigned int, unsigned int>*>(std::pair<unsigned int, unsigned int>*, std::pair<unsigned int, unsigned int>*, std::pair<unsigned int, unsigned int>*) [137]
-----------------------------------------------
                0.00    0.00      24/24          std::pair<unsigned int, unsigned int>* std::__uninitialized_move_if_noexcept_a<std::pair<unsigned int, unsigned int>*, std::pair<unsigned int, unsigned int>*, std::allocator<std::pair<unsigned int, unsigned int> > >(std::pair<unsigned int, unsigned int>*, std::pair<unsigned int, unsigned int>*, std::pair<unsigned int, unsigned int>*, std::allocator<std::pair<unsigned int, unsigned int> >&) [147]
[146]    0.0    0.00    0.00      24         std::pair<unsigned int, unsigned int>* std::__uninitialized_copy_a<std::pair<unsigned int, unsigned int>*, std::pair<unsigned int, unsigned int>*, std::pair<unsigned int, unsigned int> >(std::pair<unsigned int, unsigned int>*, std::pair<unsigned int, unsigned int>*, std::pair<unsigned int, unsigned int>*, std::allocator<std::pair<unsigned int, unsigned int> >&) [146]
                0.00    0.00      24/24          std::pair<unsigned int, unsigned int>* std::uninitialized_copy<std::pair<unsigned int, unsigned int>*, std::pair<unsigned int, unsigned int>*>(std::pair<unsigned int, unsigned int>*, std::pair<unsigned int, unsigned int>*, std::pair<unsigned int, unsigned int>*) [145]
-----------------------------------------------
                0.00    0.00      24/24          std::vector<std::pair<unsigned int, unsigned int>, std::allocator<std::pair<unsigned int, unsigned int> > >::_M_realloc_insert(__gnu_cxx::__normal_iterator<std::pair<unsigned int, unsigned int>*, std::vector<std::pair<unsigned int, unsigned int>, std::allocator<std::pair<unsigned int, unsigned int> > > >, std::pair<unsigned int, unsigned int> const&) [24]
[147]    0.0    0.00    0.00      24         std::pair<unsigned int, unsigned int>* std::__uninitialized_move_if_noexcept_a<std::pair<unsigned int, unsigned int>*, std::pair<unsigned int, unsigned int>*, std::allocator<std::pair<unsigned int, unsigned int> > >(std::pair<unsigned int, unsigned int>*, std::pair<unsigned int, unsigned int>*, std::pair<unsigned int, unsigned int>*, std::allocator<std::pair<unsigned int, unsigned int> >&) [147]
                0.00    0.00      24/24          std::pair<unsigned int, unsigned int>* std::__uninitialized_copy_a<std::pair<unsigned int, unsigned int>*, std::pair<unsigned int, unsigned int>*, std::pair<unsigned int, unsigned int> >(std::pair<unsigned int, unsigned int>*, std::pair<unsigned int, unsigned int>*, std::pair<unsigned int, unsigned int>*, std::allocator<std::pair<unsigned int, unsigned int> >&) [146]
-----------------------------------------------
                0.00    0.00      24/24          std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*> std::__upper_bound<std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>, unsigned int, __gnu_cxx::__ops::_Val_less_iter>(std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>, std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>, unsigned int const&, __gnu_cxx::__ops::_Val_less_iter) [143]
[148]    0.0    0.00    0.00      24         std::iterator_traits<std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*> >::difference_type std::distance<std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*> >(std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>, std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>) [148]
                0.00    0.00      48/1397        std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>::_Deque_iterator(std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*> const&) [39]
                0.00    0.00      24/153         std::iterator_traits<std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*> >::iterator_category std::__iterator_category<std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*> >(std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*> const&) [72]
                0.00    0.00      24/24          std::iterator_traits<std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*> >::difference_type std::__distance<std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*> >(std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>, std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>, std::random_access_iterator_tag) [139]
-----------------------------------------------
                0.00    0.00      23/23          std::vector<unsigned int, std::allocator<unsigned int> >::insert(__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >, unsigned int const&) [16]
[149]    0.0    0.00    0.00      23         bool __gnu_cxx::operator==<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >(__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > > const&, __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > > const&) [149]
                0.00    0.00      46/625         __gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >::base() const [40]
-----------------------------------------------
                0.00    0.00      23/23          std::deque<unsigned int, std::allocator<unsigned int> >::insert(std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>, unsigned int const&) [17]
[150]    0.0    0.00    0.00      23         std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>::_M_const_cast() const [150]
                0.00    0.00      23/23          std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>::_Deque_iterator(unsigned int*, unsigned int**) [151]
-----------------------------------------------
                0.00    0.00      23/23          std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>::_M_const_cast() const [150]
[151]    0.0    0.00    0.00      23         std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>::_Deque_iterator(unsigned int*, unsigned int**) [151]
                0.00    0.00      23/598         std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>::_S_buffer_size() [42]
-----------------------------------------------
                0.00    0.00      23/23          std::vector<unsigned int, std::allocator<unsigned int> >::_M_insert_aux(__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >, unsigned int const&) [18]
[152]    0.0    0.00    0.00      23         unsigned int* std::copy_backward<unsigned int*, unsigned int*>(unsigned int*, unsigned int*, unsigned int*) [152]
                0.00    0.00      46/390         unsigned int* std::__miter_base<unsigned int*>(unsigned int*) [44]
                0.00    0.00      23/23          unsigned int* std::__copy_move_backward_a<false, unsigned int*, unsigned int*>(unsigned int*, unsigned int*, unsigned int*) [153]
-----------------------------------------------
                0.00    0.00      23/23          unsigned int* std::copy_backward<unsigned int*, unsigned int*>(unsigned int*, unsigned int*, unsigned int*) [152]
[153]    0.0    0.00    0.00      23         unsigned int* std::__copy_move_backward_a<false, unsigned int*, unsigned int*>(unsigned int*, unsigned int*, unsigned int*) [153]
                0.00    0.00      69/586         unsigned int* std::__niter_base<unsigned int*>(unsigned int*) [43]
                0.00    0.00      23/26          unsigned int* std::__copy_move_backward_a1<false, unsigned int*, unsigned int*>(unsigned int*, unsigned int*, unsigned int*) [129]
                0.00    0.00      23/196         unsigned int* std::__niter_wrap<unsigned int*>(unsigned int* const&, unsigned int*) [58]
-----------------------------------------------
                0.00    0.00      20/20          std::deque<unsigned int, std::allocator<unsigned int> >::_M_insert_aux(std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>, unsigned int const&) [19]
[154]    0.0    0.00    0.00      20         std::deque<unsigned int, std::allocator<unsigned int> >::front() [154]
                0.00    0.00      20/325         std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>::operator*() const [46]
                0.00    0.00      20/48          std::deque<unsigned int, std::allocator<unsigned int> >::begin() [121]
-----------------------------------------------
                0.00    0.00      20/20          std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*> std::copy<std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>, std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*> >(std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>, std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>, std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>) [159]
[155]    0.0    0.00    0.00      20         std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*> std::__copy_move_a<false, std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>, std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*> >(std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>, std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>, std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>) [155]
                0.00    0.00      60/1397        std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>::_Deque_iterator(std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*> const&) [39]
                0.00    0.00      60/71          std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*> std::__niter_base<std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*> >(std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>) [106]
                0.00    0.00      20/20          std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*> std::__copy_move_a1<false, unsigned int, unsigned int&, unsigned int*, unsigned int>(std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>, std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>, std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>) [156]
                0.00    0.00      20/25          std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*> std::__niter_wrap<std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*> >(std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*> const&, std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>) [132]
-----------------------------------------------
                0.00    0.00      20/20          std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*> std::__copy_move_a<false, std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>, std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*> >(std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>, std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>, std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>) [155]
[156]    0.0    0.00    0.00      20         std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*> std::__copy_move_a1<false, unsigned int, unsigned int&, unsigned int*, unsigned int>(std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>, std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>, std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>) [156]
                0.00    0.00      60/1397        std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>::_Deque_iterator(std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*> const&) [39]
                0.00    0.00      20/20          std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*> std::__copy_move_dit<false, unsigned int, unsigned int&, unsigned int*, std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*> >(std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>, std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>, std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>) [157]
-----------------------------------------------
                0.00    0.00      20/20          std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*> std::__copy_move_a1<false, unsigned int, unsigned int&, unsigned int*, unsigned int>(std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>, std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>, std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>) [156]
[157]    0.0    0.00    0.00      20         std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*> std::__copy_move_dit<false, unsigned int, unsigned int&, unsigned int*, std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*> >(std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>, std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>, std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>) [157]
                0.00    0.00      30/1397        std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>::_Deque_iterator(std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*> const&) [39]
                0.00    0.00      30/33          __gnu_cxx::__enable_if<__is_random_access_iter<unsigned int*>::__value, std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*> >::__type std::__copy_move_a1<false, unsigned int*, unsigned int>(unsigned int*, unsigned int*, std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>) [126]
-----------------------------------------------
                0.00    0.00      10/20          PmergeMe::sortDeque() [3]
                0.00    0.00      10/20          PmergeMe::sortVector() [2]
[158]    0.0    0.00    0.00      20         unsigned int const& std::max<unsigned int>(unsigned int const&, unsigned int const&) [158]
-----------------------------------------------
                0.00    0.00      20/20          std::deque<unsigned int, std::allocator<unsigned int> >::_M_insert_aux(std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>, unsigned int const&) [19]
[159]    0.0    0.00    0.00      20         std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*> std::copy<std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>, std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*> >(std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>, std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>, std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>) [159]
                0.00    0.00      60/1397        std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>::_Deque_iterator(std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*> const&) [39]
                0.00    0.00      40/46          std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*> std::__miter_base<std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*> >(std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>) [122]
                0.00    0.00      20/20          std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*> std::__copy_move_a<false, std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>, std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*> >(std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>, std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>, std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>) [155]
-----------------------------------------------
                0.00    0.00       2/16          PmergeMe::sortDeque() [3]
                0.00    0.00       2/16          PmergeMe::sortVector() [2]
                0.00    0.00      12/16          std::vector<std::pair<unsigned int, unsigned int>, std::allocator<std::pair<unsigned int, unsigned int> > >::_M_realloc_insert(__gnu_cxx::__normal_iterator<std::pair<unsigned int, unsigned int>*, std::vector<std::pair<unsigned int, unsigned int>, std::allocator<std::pair<unsigned int, unsigned int> > > >, std::pair<unsigned int, unsigned int> const&) [24]
[160]    0.0    0.00    0.00      16         std::vector<std::pair<unsigned int, unsigned int>, std::allocator<std::pair<unsigned int, unsigned int> > >::begin() [160]
                0.00    0.00      16/102         __gnu_cxx::__normal_iterator<std::pair<unsigned int, unsigned int>*, std::vector<std::pair<unsigned int, unsigned int>, std::allocator<std::pair<unsigned int, unsigned int> > > >::__normal_iterator(std::pair<unsigned int, unsigned int>* const&) [84]
-----------------------------------------------
                0.00    0.00      14/14          void std::_Destroy<std::pair<unsigned int, unsigned int>*>(std::pair<unsigned int, unsigned int>*, std::pair<unsigned int, unsigned int>*) [163]
[161]    0.0    0.00    0.00      14         void std::_Destroy_aux<true>::__destroy<std::pair<unsigned int, unsigned int>*>(std::pair<unsigned int, unsigned int>*, std::pair<unsigned int, unsigned int>*) [161]
-----------------------------------------------
                0.00    0.00       2/14          std::_Vector_base<std::pair<unsigned int, unsigned int>, std::allocator<std::pair<unsigned int, unsigned int> > >::~_Vector_base() [223]
                0.00    0.00      12/14          std::vector<std::pair<unsigned int, unsigned int>, std::allocator<std::pair<unsigned int, unsigned int> > >::_M_realloc_insert(__gnu_cxx::__normal_iterator<std::pair<unsigned int, unsigned int>*, std::vector<std::pair<unsigned int, unsigned int>, std::allocator<std::pair<unsigned int, unsigned int> > > >, std::pair<unsigned int, unsigned int> const&) [24]
[162]    0.0    0.00    0.00      14         std::_Vector_base<std::pair<unsigned int, unsigned int>, std::allocator<std::pair<unsigned int, unsigned int> > >::_M_deallocate(std::pair<unsigned int, unsigned int>*, unsigned long) [162]
                0.00    0.00      12/12          __gnu_cxx::__alloc_traits<std::allocator<std::pair<unsigned int, unsigned int> >, std::pair<unsigned int, unsigned int> >::deallocate(std::allocator<std::pair<unsigned int, unsigned int> >&, std::pair<unsigned int, unsigned int>*, unsigned long) [165]
-----------------------------------------------
                0.00    0.00      14/14          void std::_Destroy<std::pair<unsigned int, unsigned int>*, std::pair<unsigned int, unsigned int> >(std::pair<unsigned int, unsigned int>*, std::pair<unsigned int, unsigned int>*, std::allocator<std::pair<unsigned int, unsigned int> >&) [164]
[163]    0.0    0.00    0.00      14         void std::_Destroy<std::pair<unsigned int, unsigned int>*>(std::pair<unsigned int, unsigned int>*, std::pair<unsigned int, unsigned int>*) [163]
                0.00    0.00      14/14          void std::_Destroy_aux<true>::__destroy<std::pair<unsigned int, unsigned int>*>(std::pair<unsigned int, unsigned int>*, std::pair<unsigned int, unsigned int>*) [161]
-----------------------------------------------
                0.00    0.00       2/14          std::vector<std::pair<unsigned int, unsigned int>, std::allocator<std::pair<unsigned int, unsigned int> > >::~vector() [231]
                0.00    0.00      12/14          std::vector<std::pair<unsigned int, unsigned int>, std::allocator<std::pair<unsigned int, unsigned int> > >::_M_realloc_insert(__gnu_cxx::__normal_iterator<std::pair<unsigned int, unsigned int>*, std::vector<std::pair<unsigned int, unsigned int>, std::allocator<std::pair<unsigned int, unsigned int> > > >, std::pair<unsigned int, unsigned int> const&) [24]
[164]    0.0    0.00    0.00      14         void std::_Destroy<std::pair<unsigned int, unsigned int>*, std::pair<unsigned int, unsigned int> >(std::pair<unsigned int, unsigned int>*, std::pair<unsigned int, unsigned int>*, std::allocator<std::pair<unsigned int, unsigned int> >&) [164]
                0.00    0.00      14/14          void std::_Destroy<std::pair<unsigned int, unsigned int>*>(std::pair<unsigned int, unsigned int>*, std::pair<unsigned int, unsigned int>*) [163]
-----------------------------------------------
                0.00    0.00      12/12          std::_Vector_base<std::pair<unsigned int, unsigned int>, std::allocator<std::pair<unsigned int, unsigned int> > >::_M_deallocate(std::pair<unsigned int, unsigned int>*, unsigned long) [162]
[165]    0.0    0.00    0.00      12         __gnu_cxx::__alloc_traits<std::allocator<std::pair<unsigned int, unsigned int> >, std::pair<unsigned int, unsigned int> >::deallocate(std::allocator<std::pair<unsigned int, unsigned int> >&, std::pair<unsigned int, unsigned int>*, unsigned long) [165]
                0.00    0.00      12/12          std::__new_allocator<std::pair<unsigned int, unsigned int> >::deallocate(std::pair<unsigned int, unsigned int>*, unsigned long) [169]
-----------------------------------------------
                0.00    0.00      12/12          std::_Vector_base<std::pair<unsigned int, unsigned int>, std::allocator<std::pair<unsigned int, unsigned int> > >::_M_allocate(unsigned long) [168]
[166]    0.0    0.00    0.00      12         __gnu_cxx::__alloc_traits<std::allocator<std::pair<unsigned int, unsigned int> >, std::pair<unsigned int, unsigned int> >::allocate(std::allocator<std::pair<unsigned int, unsigned int> >&, unsigned long) [166]
                0.00    0.00      12/12          std::__new_allocator<std::pair<unsigned int, unsigned int> >::allocate(unsigned long, void const*) [170]
-----------------------------------------------
                0.00    0.00      12/12          std::vector<std::pair<unsigned int, unsigned int>, std::allocator<std::pair<unsigned int, unsigned int> > >::_M_realloc_insert(__gnu_cxx::__normal_iterator<std::pair<unsigned int, unsigned int>*, std::vector<std::pair<unsigned int, unsigned int>, std::allocator<std::pair<unsigned int, unsigned int> > > >, std::pair<unsigned int, unsigned int> const&) [24]
[167]    0.0    0.00    0.00      12         __gnu_cxx::__normal_iterator<std::pair<unsigned int, unsigned int>*, std::vector<std::pair<unsigned int, unsigned int>, std::allocator<std::pair<unsigned int, unsigned int> > > >::difference_type __gnu_cxx::operator-<std::pair<unsigned int, unsigned int>*, std::vector<std::pair<unsigned int, unsigned int>, std::allocator<std::pair<unsigned int, unsigned int> > > >(__gnu_cxx::__normal_iterator<std::pair<unsigned int, unsigned int>*, std::vector<std::pair<unsigned int, unsigned int>, std::allocator<std::pair<unsigned int, unsigned int> > > > const&, __gnu_cxx::__normal_iterator<std::pair<unsigned int, unsigned int>*, std::vector<std::pair<unsigned int, unsigned int>, std::allocator<std::pair<unsigned int, unsigned int> > > > const&) [167]
                0.00    0.00      24/196         __gnu_cxx::__normal_iterator<std::pair<unsigned int, unsigned int>*, std::vector<std::pair<unsigned int, unsigned int>, std::allocator<std::pair<unsigned int, unsigned int> > > >::base() const [57]
-----------------------------------------------
                0.00    0.00      12/12          std::vector<std::pair<unsigned int, unsigned int>, std::allocator<std::pair<unsigned int, unsigned int> > >::_M_realloc_insert(__gnu_cxx::__normal_iterator<std::pair<unsigned int, unsigned int>*, std::vector<std::pair<unsigned int, unsigned int>, std::allocator<std::pair<unsigned int, unsigned int> > > >, std::pair<unsigned int, unsigned int> const&) [24]
[168]    0.0    0.00    0.00      12         std::_Vector_base<std::pair<unsigned int, unsigned int>, std::allocator<std::pair<unsigned int, unsigned int> > >::_M_allocate(unsigned long) [168]
                0.00    0.00      12/12          __gnu_cxx::__alloc_traits<std::allocator<std::pair<unsigned int, unsigned int> >, std::pair<unsigned int, unsigned int> >::allocate(std::allocator<std::pair<unsigned int, unsigned int> >&, unsigned long) [166]
-----------------------------------------------
                0.00    0.00      12/12          __gnu_cxx::__alloc_traits<std::allocator<std::pair<unsigned int, unsigned int> >, std::pair<unsigned int, unsigned int> >::deallocate(std::allocator<std::pair<unsigned int, unsigned int> >&, std::pair<unsigned int, unsigned int>*, unsigned long) [165]
[169]    0.0    0.00    0.00      12         std::__new_allocator<std::pair<unsigned int, unsigned int> >::deallocate(std::pair<unsigned int, unsigned int>*, unsigned long) [169]
-----------------------------------------------
                0.00    0.00      12/12          __gnu_cxx::__alloc_traits<std::allocator<std::pair<unsigned int, unsigned int> >, std::pair<unsigned int, unsigned int> >::allocate(std::allocator<std::pair<unsigned int, unsigned int> >&, unsigned long) [166]
[170]    0.0    0.00    0.00      12         std::__new_allocator<std::pair<unsigned int, unsigned int> >::allocate(unsigned long, void const*) [170]
                0.00    0.00      12/36          std::__new_allocator<std::pair<unsigned int, unsigned int> >::_M_max_size() const [125]
-----------------------------------------------
                0.00    0.00       2/10          std::_Deque_base<unsigned int, std::allocator<unsigned int> >::_Deque_impl::_Deque_impl() [25]
                0.00    0.00       8/10          std::_Vector_base<unsigned int, std::allocator<unsigned int> >::_Vector_impl::_Vector_impl() [176]
[171]    0.0    0.00    0.00      10         std::allocator<unsigned int>::allocator() [171]
                0.00    0.00      10/10          std::__new_allocator<unsigned int>::__new_allocator() [173]
-----------------------------------------------
                0.00    0.00       2/10          std::_Deque_base<unsigned int, std::allocator<unsigned int> >::_Deque_impl::~_Deque_impl() [213]
                0.00    0.00       8/10          std::_Vector_base<unsigned int, std::allocator<unsigned int> >::_Vector_impl::~_Vector_impl() [177]
[172]    0.0    0.00    0.00      10         std::allocator<unsigned int>::~allocator() [172]
                0.00    0.00      10/10          std::__new_allocator<unsigned int>::~__new_allocator() [174]
-----------------------------------------------
                0.00    0.00      10/10          std::allocator<unsigned int>::allocator() [171]
[173]    0.0    0.00    0.00      10         std::__new_allocator<unsigned int>::__new_allocator() [173]
-----------------------------------------------
                0.00    0.00      10/10          std::allocator<unsigned int>::~allocator() [172]
[174]    0.0    0.00    0.00      10         std::__new_allocator<unsigned int>::~__new_allocator() [174]
-----------------------------------------------
                0.00    0.00       3/9           std::deque<unsigned int, std::allocator<unsigned int> >::back() [197]
                0.00    0.00       6/9           std::deque<unsigned int, std::allocator<unsigned int> >::_M_insert_aux(std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>, unsigned int const&) [19]
[175]    0.0    0.00    0.00       9         std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>::operator--() [175]
-----------------------------------------------
                0.00    0.00       8/8           std::_Vector_base<unsigned int, std::allocator<unsigned int> >::_Vector_base() [179]
[176]    0.0    0.00    0.00       8         std::_Vector_base<unsigned int, std::allocator<unsigned int> >::_Vector_impl::_Vector_impl() [176]
                0.00    0.00       8/8           std::_Vector_base<unsigned int, std::allocator<unsigned int> >::_Vector_impl_data::_Vector_impl_data() [178]
